,Source_ID,Target_ID,Source_Mol,Target_Mol,Source_Mol_pCMC,Target_Mol_pCMC,Delta_pCMC,Source_Mol_Area_min,Target_Mol_Area_min,Delta_Area_min,Source_Mol_AW_ST_CMC,Target_Mol_AW_ST_CMC,Delta_AW_ST_CMC
328,compound_413,compound_411,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0268721464003,2.03621217265445,0.0093400262541503,0.456707417964935,0.36,-0.096707417964935,29.8695068359375,29.4967803955078,-0.3727264404297017
329,compound_410,compound_396,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.17392519729917,0.17392519729917,0.451528549194336,0.49,0.038471450805664,30.0,29.5209407806396,-0.4790592193604013
330,compound_412,compound_396,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.17392519729917,0.93735319086211,0.498662948608398,0.49,-0.008662948608398,33.2,29.5209407806396,-3.679059219360404
331,compound_419,compound_396,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.17392519729917,1.253106443346795,0.524360358715057,0.49,-0.034360358715057,30.0,29.5209407806396,-0.4790592193604013
332,compound_422,compound_396,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.17392519729917,0.93735319086211,0.530002236366272,0.49,-0.0400022363662719,30.6453094482422,29.5209407806396,-1.124368667602603
333,compound_420,compound_396,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.17392519729917,0.7537087939159799,0.505884647369385,0.49,-0.0158846473693849,30.285623550415,29.5209407806396,-0.7646827697754013
334,compound_413,compound_396,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0268721464003,2.17392519729917,0.1470530508988701,0.456707417964935,0.49,0.0332925820350649,29.8695068359375,29.5209407806396,-0.3485660552979013
335,compound_411,compound_396,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.03621217265445,2.17392519729917,0.1377130246447198,0.36,0.49,0.13,29.4967803955078,29.5209407806396,0.0241603851318004
336,compound_396,compound_398,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC[C@@H](O)CO,2.17392519729917,2.23657200643706,0.06264680913789,0.49,0.32,-0.1699999999999999,29.5209407806396,24.5,-5.020940780639599
337,compound_410,compound_392,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.67778070526608,0.67778070526608,0.451528549194336,0.57,0.1184714508056639,30.0,29.6815433502197,-0.3184566497802983
338,compound_412,compound_392,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.67778070526608,1.44120869882902,0.498662948608398,0.57,0.0713370513916019,33.2,29.6815433502197,-3.518456649780301
339,compound_419,compound_392,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.67778070526608,1.7569619513137051,0.524360358715057,0.57,0.0456396412849429,30.0,29.6815433502197,-0.3184566497802983
340,compound_422,compound_392,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.67778070526608,1.44120869882902,0.530002236366272,0.57,0.0399977636337279,30.6453094482422,29.6815433502197,-0.9637660980225
341,compound_420,compound_392,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.67778070526608,1.25756430188289,0.505884647369385,0.57,0.0641153526306149,30.285623550415,29.6815433502197,-0.6040802001952983
342,compound_413,compound_392,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0268721464003,2.67778070526608,0.6509085588657801,0.456707417964935,0.57,0.1132925820350649,29.8695068359375,29.6815433502197,-0.1879634857177983
343,compound_411,compound_392,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.03621217265445,2.67778070526608,0.6415685326116298,0.36,0.57,0.2099999999999999,29.4967803955078,29.6815433502197,0.1847629547119034
344,compound_396,compound_392,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.17392519729917,2.67778070526608,0.50385550796691,0.49,0.57,0.0799999999999999,29.5209407806396,29.6815433502197,0.160602569580103
345,compound_265,compound_414,CCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.02701077314465,2.17392519729917,0.1469144241545201,0.524375081062317,0.5,-0.024375081062317,28.6262302398682,25.1,-3.526230239868198
346,compound_266,compound_414,CCCCCCOCCOCCOCCO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.0,2.17392519729917,1.17392519729917,0.726727545261383,0.5,-0.2267275452613829,30.4,25.1,-5.299999999999997
347,compound_416,compound_414,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.99139982823808,2.17392519729917,0.1825253690610899,0.66,0.5,-0.16,27.2,25.1,-2.099999999999998
348,compound_417,compound_414,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.74472749489669,2.17392519729917,0.42919770240248,0.66,0.5,-0.16,30.0,25.1,-4.899999999999999
349,compound_418,compound_414,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.92081875395238,2.17392519729917,0.25310644334679,0.71,0.5,-0.2099999999999999,28.2,25.1,-3.099999999999998
350,compound_219,compound_403,CCCCCCCCOC(CO)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.28411555290222,3.31875876262441,1.0346432097221905,0.290845513343811,0.38,0.089154486656189,24.7,24.1,-0.5999999999999979
351,compound_222,compound_403,CCCCCCCCOCCO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.30980391997149,3.31875876262441,1.00895484265292,0.32,0.38,0.06,26.8,24.1,-2.6999999999999997
352,compound_41,compound_403,CCCCCCCCC(O)CCO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.63827216398241,3.31875876262441,0.6804865986420001,0.32,0.38,0.06,23.4,24.1,0.7000000000000028
353,compound_42,compound_403,CCCCCCCCC(O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.63827216398241,3.31875876262441,0.6804865986420001,0.33,0.38,0.0499999999999999,23.2,24.1,0.9000000000000021
354,compound_221,compound_403,CCCCCCCCOCC(O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.23702150913226,3.31875876262441,1.0817372534921503,0.310876071453094,0.38,0.069123928546906,25.8095703125,24.1,-1.7095703124999986
355,compound_414,compound_403,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.17392519729917,3.31875876262441,1.1448335653252402,0.5,0.38,-0.12,25.1,24.1,-1.0
356,compound_398,compound_403,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.23657200643706,3.31875876262441,1.0821867561873502,0.32,0.38,0.06,24.5,24.1,-0.3999999999999986
357,compound_220,compound_403,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.1739900222089,3.31875876262441,1.1447687404155102,0.503244996070862,0.38,-0.123244996070862,28.7951927185059,24.1,-4.695192718505897
358,compound_223,compound_403,CCCCCCCCOCCOCCOCCO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.30980391997149,3.31875876262441,1.00895484265292,0.32,0.38,0.06,27.0,24.1,-2.8999999999999986
359,compound_403,compound_406,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,3.31875876262441,3.42021640338319,0.1014576407587797,0.38,0.44,0.06,24.1,34.8,10.699999999999996
360,compound_407,compound_403,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.74472749489669,3.31875876262441,0.5740312677277202,0.42,0.38,-0.0399999999999999,29.3,24.1,-5.199999999999999
361,compound_408,compound_403,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.92081875395238,3.31875876262441,0.3979400086720299,0.46,0.38,-0.08,33.0,24.1,-8.899999999999999
362,compound_398,compound_41,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCC(O)CCO,2.23657200643706,2.63827216398241,0.40170015754535,0.32,0.32,0.0,24.5,23.4,-1.1000000000000014
363,compound_398,compound_42,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCC(O)CO,2.23657200643706,2.63827216398241,0.40170015754535,0.32,0.33,0.01,24.5,23.2,-1.3000000000000007
364,compound_397,compound_398,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCOC[C@@H](O)CO,2.23657200643706,2.23657200643706,0.0,0.459313869476318,0.32,-0.139313869476318,28.9949760437012,24.5,-4.4949760437012
365,compound_220,compound_398,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOC[C@@H](O)CO,2.1739900222089,2.23657200643706,0.06258198422816,0.503244996070862,0.32,-0.183244996070862,28.7951927185059,24.5,-4.2951927185058985
366,compound_398,compound_228,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.23657200643706,2.35704112059021,0.1204691141531499,0.32,0.524305582046509,0.204305582046509,24.5,29.8353366851807,5.3353366851807
367,compound_398,compound_223,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOCCOCCOCCO,2.23657200643706,2.30980391997149,0.0732319135344301,0.32,0.32,0.0,24.5,27.0,2.5
368,compound_398,compound_406,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.23657200643706,3.42021640338319,1.18364439694613,0.32,0.44,0.12,24.5,34.8,10.299999999999995
369,compound_398,compound_407,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,2.23657200643706,2.74472749489669,0.50815548845963,0.32,0.42,0.0999999999999999,24.5,29.3,4.800000000000001
370,compound_398,compound_408,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,2.23657200643706,2.92081875395238,0.6842467475153202,0.32,0.46,0.14,24.5,33.0,8.5
371,compound_310,compound_309,COCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,COCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,4.28066871301627,4.31966448658544,0.0389957735691695,0.37,0.3,-0.07,22.9,22.5,-0.3999999999999986
372,compound_311,compound_309,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,COCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,3.86966623150499,4.31966448658544,0.44999825508045,0.48,0.3,-0.18,23.1,22.5,-0.6000000000000014
373,compound_311,compound_310,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,COCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,3.86966623150499,4.28066871301627,0.4110024815112805,0.48,0.37,-0.1099999999999999,23.1,22.9,-0.2000000000000028
374,compound_20,compound_424,CC(C)COCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.37577748298645,1.88605664769316,1.51027916470671,0.721915364265442,0.76058429479599,0.0386689305305479,35.0,39.3792190551758,4.379219055175803
375,compound_20,compound_267,CC(C)COCCOCCOCCOCCOCCOCCO,CCCCCCOCCOCCOCCOCCO,0.37577748298645,0.934628784656525,0.558851301670075,0.721915364265442,0.843807816505432,0.12189245223999,35.0,32.0,-3.0
376,compound_20,compound_268,CC(C)COCCOCCOCCOCCOCCOCCO,CCCCCCOCCOCCOCCOCCOCCO,0.37577748298645,0.961923122406006,0.586145639419556,0.721915364265442,0.830153286457062,0.1082379221916199,35.0,33.0,-2.0
377,compound_20,compound_224,CC(C)COCCOCCOCCOCCOCCOCCO,CCCCCCCCOCCOCCOCCOCCO,0.37577748298645,2.08884572982788,1.71306824684143,0.721915364265442,0.684574842453003,-0.0373405218124389,35.0,30.5,-4.5
378,compound_20,compound_225,CC(C)COCCOCCOCCOCCOCCOCCO,CCCCCCCCOCCOCCOCCOCCOCCO,0.37577748298645,2.03621217265445,1.6604346896680002,0.721915364265442,1.15,0.4280846357345579,35.0,28.8,-6.199999999999999
379,compound_20,compound_199,CC(C)COCCOCCOCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCOCCO,0.37577748298645,3.16749108729376,2.7917136043073096,0.721915364265442,0.462181091308594,-0.259734272956848,35.0,28.3279724121094,-6.6720275878906
380,compound_20,compound_200,CC(C)COCCOCCOCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCOCCOCCO,0.37577748298645,3.11918640771921,2.74340892473276,0.721915364265442,0.53,-0.1919153642654419,35.0,29.6267757415771,-5.373224258422901
381,compound_28,compound_424,CCCC(CCC)COCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.03120172023773,1.88605664769316,0.85485492745543,0.678516864776611,0.76058429479599,0.082067430019379,31.7,39.3792190551758,7.679219055175803
382,compound_277,compound_424,CCCCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.75460946559906,1.88605664769316,1.1314471820941,0.777616381645203,0.76058429479599,-0.0170320868492129,34.3,39.3792190551758,5.079219055175805
383,compound_269,compound_424,CCCCCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.13229537010193,1.88605664769316,0.7537612775912299,0.793595373630524,0.76058429479599,-0.033011078834534,31.8,39.3792190551758,7.579219055175802
384,compound_424,compound_226,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCOCCOCCOCCOCCOCCOCCO,1.88605664769316,2.00436480540245,0.1183081577092899,0.76058429479599,0.819621443748474,0.059037148952484,39.3792190551758,31.8,-7.579219055175802
385,compound_424,compound_201,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,1.88605664769316,3.04575749056068,1.1597008428675202,0.76058429479599,0.641919255256653,-0.1186650395393369,39.3792190551758,29.8,-9.579219055175802
386,compound_424,compound_202,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.88605664769316,2.94034361839294,1.05428697069978,0.76058429479599,0.60807853937149,-0.1525057554244999,39.3792190551758,35.4,-3.979219055175804
387,compound_24,compound_424,CCC(CC)COCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.570147037506104,1.88605664769316,1.315909610187056,0.666382431983948,0.76058429479599,0.094201862812042,33.6,39.3792190551758,5.779219055175801
388,compound_424,compound_32,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCC(CCCC)COCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.88605664769316,2.16215014457703,0.2760934968838699,0.76058429479599,0.64258873462677,-0.1179955601692199,39.3792190551758,32.6,-6.779219055175801
389,compound_313,compound_310,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,COCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,3.83863199776503,4.28066871301627,0.4420367152512403,0.44,0.37,-0.07,21.5,22.9,1.3999999999999986
390,compound_313,compound_311,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,3.83863199776503,3.86966623150499,0.0310342337399598,0.44,0.48,0.0399999999999999,21.5,23.1,1.6000000000000014
391,compound_314,compound_312,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](O[Si]C(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](O[Si]C(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,4.01010543628123,4.11013827874181,0.10003284246058,0.54,0.44,-0.1,21.2,23.6,2.400000000000002
392,compound_337,compound_328,CCCCCCCC(CC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)CCCC(C)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.07058107428571,2.39794000867204,0.3273589343863303,0.53,0.38,-0.15,27.0,27.7,0.6999999999999993
393,compound_345,compound_328,CCCCCCCCC(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)CCCC(C)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.34678748622466,2.39794000867204,0.0511525224473801,0.51,0.38,-0.13,28.0,27.7,-0.3000000000000007
394,compound_330,compound_328,CCCCCC(CCCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)CCCC(C)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.82390874094432,2.39794000867204,0.5740312677277202,0.55,0.38,-0.17,25.1,27.7,2.599999999999998
395,compound_332,compound_328,CCCCCCC(CCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)CCCC(C)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.92081875395238,2.39794000867204,0.4771212547196601,0.54,0.38,-0.16,26.0,27.7,1.6999999999999993
396,compound_414,compound_415,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.17392519729917,2.30102999566398,0.1271047983648099,0.5,0.4,-0.0999999999999999,25.1,26.3,1.1999999999999993
397,compound_265,compound_415,CCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.02701077314465,2.30102999566398,0.2740192225193301,0.524375081062317,0.4,-0.1243750810623169,28.6262302398682,26.3,-2.326230239868199
398,compound_266,compound_415,CCCCCCOCCOCCOCCO,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1.0,2.30102999566398,1.30102999566398,0.726727545261383,0.4,-0.3267275452613829,30.4,26.3,-4.099999999999998
399,compound_416,compound_415,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1.99139982823808,2.30102999566398,0.3096301674258999,0.66,0.4,-0.26,27.2,26.3,-0.8999999999999986
400,compound_417,compound_415,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1.74472749489669,2.30102999566398,0.5563025007672899,0.66,0.4,-0.26,30.0,26.3,-3.6999999999999993
401,compound_418,compound_415,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1.92081875395238,2.30102999566398,0.3802112417115999,0.71,0.4,-0.3099999999999999,28.2,26.3,-1.8999999999999984
402,compound_219,compound_404,CCCCCCCCOC(CO)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.28411555290222,3.27572413039921,0.99160857749699,0.290845513343811,0.35,0.059154486656189,24.7,25.7,1.0
403,compound_222,compound_404,CCCCCCCCOCCO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.30980391997149,3.27572413039921,0.9659202104277198,0.32,0.35,0.0299999999999999,26.8,25.7,-1.1000000000000014
404,compound_41,compound_404,CCCCCCCCC(O)CCO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.63827216398241,3.27572413039921,0.6374519664167999,0.32,0.35,0.0299999999999999,23.4,25.7,2.3000000000000007
405,compound_42,compound_404,CCCCCCCCC(O)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.63827216398241,3.27572413039921,0.6374519664167999,0.33,0.35,0.0199999999999999,23.2,25.7,2.5
406,compound_221,compound_404,CCCCCCCCOCC(O)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.23702150913226,3.27572413039921,1.03870262126695,0.310876071453094,0.35,0.0391239285469059,25.8095703125,25.7,-0.1095703125000007
407,compound_404,compound_403,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,3.27572413039921,3.31875876262441,0.0430346322252002,0.35,0.38,0.03,25.7,24.1,-1.599999999999998
408,compound_398,compound_404,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.23657200643706,3.27572413039921,1.03915212396215,0.32,0.35,0.0299999999999999,24.5,25.7,1.1999999999999993
409,compound_415,compound_404,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.30102999566398,3.27572413039921,0.97469413473523,0.4,0.35,-0.05,26.3,25.7,-0.6000000000000014
410,compound_220,compound_404,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.1739900222089,3.27572413039921,1.10173410819031,0.503244996070862,0.35,-0.153244996070862,28.7951927185059,25.7,-3.095192718505899
411,compound_223,compound_404,CCCCCCCCOCCOCCOCCO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.30980391997149,3.27572413039921,0.9659202104277198,0.32,0.35,0.0299999999999999,27.0,25.7,-1.3000000000000007
412,compound_404,compound_406,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,3.27572413039921,3.42021640338319,0.1444922729839799,0.35,0.44,0.09,25.7,34.8,9.099999999999998
413,compound_407,compound_404,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.74472749489669,3.27572413039921,0.53099663550252,0.42,0.35,-0.07,29.3,25.7,-3.6000000000000014
414,compound_408,compound_404,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.92081875395238,3.27572413039921,0.3549053764468297,0.46,0.35,-0.11,33.0,25.7,-7.300000000000001
415,compound_397,compound_42,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCC(O)CO,2.23657200643706,2.63827216398241,0.40170015754535,0.459313869476318,0.33,-0.129313869476318,28.9949760437012,23.2,-5.794976043701201
416,compound_220,compound_397,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,2.1739900222089,2.23657200643706,0.06258198422816,0.503244996070862,0.459313869476318,-0.043931126594544,28.7951927185059,28.9949760437012,0.1997833251953018
417,compound_349,compound_393,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.23657200643706,2.16115090926275,0.92457890282569,0.40257316827774,0.46,0.05742683172226,26.7116241455078,30.4,3.6883758544922
418,compound_393,compound_48,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCCC(O)CO,2.16115090926275,2.63808338133136,0.4769324720686096,0.46,0.223824888467789,-0.236175111532211,30.4,24.1108531951904,-6.289146804809597
419,compound_393,compound_397,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,2.16115090926275,2.23657200643706,0.0754210971743098,0.46,0.459313869476318,-0.0006861305236819,30.4,28.9949760437012,-1.4050239562987985
420,compound_393,compound_210,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.16115090926275,2.6779875614176,0.5168366521548498,0.46,0.479924827814102,0.0199248278141019,30.4,28.9473209381104,-1.4526790618895973
421,compound_400,compound_405,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,1.69897000433602,2.07058107428571,0.3716110699496897,0.48,0.59,0.1099999999999999,30.5,28.7,-1.8000000000000007
