SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25,2.50905879464321,,,,,,4
CCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25,1.22199353857649,,,,,,5
CCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25,0.853871964321762,,,,,,7
CCCCCCCCS(=O)(=O)[O-].[Na+],anionic,25,0.795880017344075,,,,,,7
CCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1.[Na+],anionic,25,2.85387196432176,,,,,,9
CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25,1.90692869362394,,,,,,9
CCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25,0.657972311912528,,,,,,1
CCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25,1.58203035778526,,,,,,1
CCCCCCOS(=O)(=O)[O-].[Na+],anionic,25,0.376957565753618,,,,,,3
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25,3.39794000867204,,0.0000005,3.32,,,0
CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25,3.95860731484178,,,,,,8
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],anionic,25,1.95900230757651,,,,,,7
CCCCCCCCCCS(=O)(=O)[O-].[Na+],anionic,25,1.39804859586648,,,,,,2
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],anionic,25,2.72124639904717,,,,,,6
CCCCCCCCCCCC[NH2+]CCO.[Cl-],cationic,25,1.34678748622466,40.8,0.00000193,0.86,31,2.24,9
CCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,1.94309514866353,38.9,0.0000033,0.5,32.9,2.46,9
CCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,1.76955107862173,43.7,0.0000027,0.62,28.3,2.07,9
CCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,1.35654732351381,40.1,0.00000201,0.826138839389974,31.7,1.96,4
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,1.69897000433602,40.5,0.00000439,0.38,31.5,2.17,7
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,25,2.95467702121334,33.3,0.00000209,0.79,38.7,3.73,7
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1nccs1.[Cl-],cationic,25,2.61978875828839,35.1,0.00000147,1.13,36.87,3.63,7
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ncncc1[N].[Cl-],cationic,25,2.21609642072727,39.6,0.00000167,0.99,32.4,2.87,7
CCCCCCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,25,3.63827216398241,36.7,0.00000083,0.22,35.15,5.08,1
CCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,25,3.32975414692588,32.8,0.00000099,1.68,38.97,4.93,8
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,25,3.50863830616573,37.1,0.00000185,0.9,34.68,4.21,9
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,25,3.43179827593301,41,0.00000277,0.6,30.78,3.85,9
CCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,25,2.97061622231479,32.1,0.00000155,1.07,39.68,4.08,2
CCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,25,2.84163750790475,35.5,0.000002,0.83,36.28,3.55,2
CCCCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25,2.89962945488244,36.8,0.00000631,0.26,35,3.11059974316678,7
CCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25,3.13667713987954,33,0.00000614,0.27,44,3.40769149636859,9
CCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25,2.58004425151024,44.8,0.00000708,0.24,27,2.66910909444563,5
CCCCCCCCCC[N+](C)CCO.[Br-],cationic,20,1.81815641205523,27.5,0.000002,1.05,45.9,2.71,4
CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,20,1.78251605578609,28.9,0.00000168,1.24,42.4,2.79,4
CCCCCCCCCC[N+](CCO)CCO.[Br-],cationic,20,1.76955107862173,29,0.00000113,1.23,43.3,2.67,4
CCCCCCCCCC[N+]CCO.[Br-],cationic,20,1.43179827593301,33,0.00000131,1.27,39.3,2.6,4
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25,6.32057210338788,46.1,0.00000426,0.39,25.9,6.44186894151702,6
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25,5.30016227413275,51.5,0.00000118,1.41,20.5,5.33727262535583,6
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)COC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25,6.30016227413275,35.9,0.00000218,0.76,36.1,6.94697186361533,7
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Cl-],cationic,25,5.27984069659404,47.8,0.00000106,1.57,24.2,5.62685749029511,7
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO.[Cl-],cationic,25,2.91364016932525,40,0.0000027,0.8,31.78,3.57,0
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,3.19382002601611,34.8,0.00000405,0.41,37.2,3.7,1
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,2.04095860767891,43.2,0.00000133,1.25,28.8,5.04,9
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,3.60205999132796,42.3,0.00000185,0.89,29.7,4.04,1
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,2.84466396253494,42,0.00000196,0.85,30,3.29,3
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,2.0762380391713,42,0.00000219,0.76,30,2.51,8
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,3.96657624451305,32.3,0.00000756,2.2,40.19,6.17,4
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,4.34678748622466,41.5,0.00000446,3.39,30.96,6.14,6
CCCCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25,3.72124639904717,34.6,0.00000224,0.74,37.18,4.29,1
CCCCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25,3.43179827593301,36.5,0.00000216,0.77,35.28,4.15,1
CCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25,3.55284196865778,36.5,0.00000205,0.81,35.28,3.93,3
CCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25,3.21467016498923,38.1,0.00000193,0.86,33.68,3.83,3
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25,3.39794000867204,38.9,0.00000198,0.84,32.88,3.67,8
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25,3.05060999335509,40.2,0.00000187,0.89,31.58,3.52,8
CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,2.05998184499234,29.2,0.00000198,0.84,42.6,3.06848375338188,3
CCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,1.9100948885606,31.57,0.00000171,0.97,40.4,2.95645053894094,6
CCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,3.07058107428571,30.6,0.00000166,1,41.5,4.1996299767979,2
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,25,3.60205999132796,39,0.00000564,2.94,33,5.94,8
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25,3.79588001734408,47.5,0.00000296,5.91,24.5,3.12,8
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25,4,45,0.00000289,5.75,27,3.04,9
CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,25,3,43,0.00000525,3.16,29,5.53,5
CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25,3.60205999132796,43.5,0.00000423,3.93,28.5,4.45,5
CCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],cationic,25,1.95860731484178,39,0.00000287,0.58,33,2.35531309028567,8
CCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25,2.34678748622466,35.5,0.00000245,0.68,36.5,2.93661486443959,8
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25,2.92081875395238,24,0.0000023,0.72,47,3.98701527952667,3
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,4.15490195998574,25,0.0000029,0.57,46,4.97030595306658,7
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,25,3.2518119729938,29.8,0.00000134,1.236,42,3.86966623150499,9
CCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,25,2.82102305270683,37.8,0.00000118,1.408,34,4.58502665202918,5
CCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,25,2.60205999132796,41.3,0.00000096,1.739,30.5,4.17392519729917,6
CCCCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25,3.56863623584101,40.7,0.00000208,0.8,31.08,4,9
CCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25,3.45593195564972,29.3,0.00000189,0.88,42.48,3.9,2
CCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,25,2.46092390120722,31.1,0.0000018,0.92,40.68,3.92,2
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25,2.93181413825384,21.9,0.00000189,0.88,49.88,3.7,5
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,25,2.43062609038495,23.2,0.00000179,0.93,48.58,3.91,5
C[N+]1(CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)CCCC1.[Cl-],cationic,25,2.24412514432751,20,0.00000124,1.34,52.5,4.50426524462325,3
Cn1cc[n+](CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)c1.[Cl-],cationic,25,2.13076828026902,20.4,0.00000084,1.98,52.1,5.42546060504538,4
CCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,25,2.99097425791309,28.3,0.00000213,0.78,44.07,3.91,0
CCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25,2.52143350440616,31.26,0.0000021,0.79,41.14,3.4,0
CCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25,2.64016451766011,36,0.00000388,0.42,36.37,3.01,3
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,25,3.35654732351381,36.85,0.00000302,0.55,35.55,3.7,5
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25,2.99139982823808,37.38,0.00000302,0.55,35.02,3.39,5
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,2.3840499483436,43.1,0.00000234,0.72,28.9,2.71715499838184,0
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],cationic,25,2.89962945488244,42.8,0.00000231,0.72,29.2,3.24843462620514,0
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,25,3.07572071393812,43.2,0.00000231,0.72,28.8,3.40936044302939,0
CCCCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],cationic,25,2.32330639037513,28.2,0.00000145,1.14,43.7,3.69,3
CCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],cationic,25,2.77728352885242,29.6,0.00000213,0.72,42.4,3.69,8
CCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-],cationic,25,3.17392519729917,28.2,0.0000024,0.69,43.8,4.1,4
CCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,2.32239304727951,36.2,0.00000302,0.55,35.77,2.78059529112258,2
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,3.00877392430751,37,0.00000424,0.39,35,3.31861034725489,0
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,2.44369749923271,38.1,0.0000027,0.6,33.87,2.89457452201856,3
CCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,1.85387196432176,35.8,0.00000342,0.49,36.17,2.26872662746815,7
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20,3.39794000867204,37,0.0000008,0.206,34,3.5,1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20,3.38933983691012,39,0.00000092,0.18,33,4.8,8
CCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20,3.36552272983927,41.3,0.00000098,0.169,31,4.1,8
CCCCCCCCCCCC[n+]1ccc(C)c2ccccc21.[Cl-],cationic,25,2.11013827874181,47.2,0.0000018,0.92,24.8,3.52,9
CCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,25,1.79048498545737,44.2,0.0000027,0.62,27.77,2.09,9
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],cationic,25,1.92481814538131,37.3,0.00000201,0.83,34.7,2.9,8
CCCC=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25,2.79887610279262,31.7,0.00000159,1.04,40.1,4.82,2
CCCC=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,3.11294562194904,30,0.00000149,1.11,41.79,5.23,2
CCCC=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,25,4.07520400420209,37.5,0.00000136,1.22,34.29,6,2
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25,4.27572413039921,50.5,0.00000118,0.93,21.74,1.8,9
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25,4.17392519729917,54.2,0.00000111,0.88,17.97,1.96,9
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25,3.82681373158773,35.9,0.00000166,1.14,36.32,1.31,2
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25,3.77211329538633,31.5,0.00000155,1.13,40.69,1.33,2
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25,3.40011692792631,34.9,0.00000187,1.59,37.32,0.75,5
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25,3.37365963262496,33.8,0.00000087,1.9,37.98,5.21,4
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,3.66756154008439,31.6,0.00000085,1.95,40.19,5.8,4
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC.[Br-],cationic,25,4.06550154875643,34.6,0.00000083,1.99,37.19,6.42,1
CCCCCCCCCCCC[N+]1(C)CCCC1=NCCO.[Br-],cationic,25,2.50863830616573,33.9,0.00000284,0.58,37.88,3.06680934942098,9
CCCCCCCCCCCC[N+]1(C)CCCC1=Nc1ccc(O)cc1.[Br-],cationic,25,2.58004425151024,29,0.00000313,0.53,42.78,3.2236065085034,9
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25,3.08249449044745,34,0.00000085,1.95,37.79,4.92,1
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25,2.4000078224159,35,0.00000082,2.08,36.83,3.2,8
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25,2.76472412331295,35.9,0.0000008,2.02,35.93,4.58,8
CCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25,2.97061622231479,24.1,0.00000262,0.63,47.9,3.9,5
CCCCCCCCC[N+](CCO)(CCO)CCO.[I-],cationic,25,3.02227639471115,28.4,0.00000216,0.77,43.6,4.05,5
CCCCCCCCC[N+](CCO)CCO.[Br-],cationic,25,2.91364016932525,27.9,0.00000227,0.73,44.1,3.8,5
CCCCCCCCC[N+](CCO)CCO.[I-],cationic,25,2.95860731484178,28.8,0.00000214,0.78,43.2,3.87,5
CCCCCCCCC[N+]CCO.[Br-],cationic,25,2.83863199776503,30,0.00000145,1.15,42,4.4,6
CCCCCCCCC[N+]CCO.[I-],cationic,25,2.66756154008439,30.6,0.00000153,1.09,41.4,4.27,6
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20,3.16494389827988,27.7,0.0000011,1.51,44.3,5.06,9
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20,3.01188715973165,30,0.00000112,1.48,42,4.83,5
CCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20,2.70774392864352,31.4,0.00000113,1.46,40.6,4.48,1
CCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],cationic,25,2.89962945488244,33.3,0.00000188,0.89,38.7,3.75,3
CCCCCCCCCCCCCC[N+](CCO)(CC(C)O)CC(C)O.[Br-],cationic,25,3.65757731917779,37.7,0.00000157,1.06,34.3,4.47,4
CCCCCCCCCCCCCC[N+](CCO)(CCO)CC(C)O.[Br-],cationic,25,3.64397414280688,36.1,0.00000197,0.84,35.9,4.44,4
CCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25,3.23210238398191,29.6,0.00000173,0.96,42.4,4.32,4
CCCCCCCCCCCCCC[N+](CCO)CCO.[Br-],cationic,25,3.18442225167573,27.8,0.00000167,0.99,44.2,4.46,4
CCCCCCCCCCCCCC[N+]CCO.[Br-],cationic,25,3.13727247168203,32,0.00000163,1.02,40,4.23,4
CCCCCCCCCCCC[n+]1cccc(CO)c1.[Br-],cationic,25,2.34969247686806,29.5,0.00000842,1.97,42.28,2.58372568945065,9
CCCCCCCCCCCC[n+]1ccc(C)c2ccccc21.[Br-],cationic,25,2.36653154442041,42.3,0.00000196,0.85,29.7,2.83,9
CCCCCCCCCCCC[n+]1ccc(C)cc1.[Br-],cationic,25,2.05551732784983,40.7,0.00000243,0.68,31.3,2.5,9
CCCCCCCCCCCCc1cc[n+](C)cc1.[Br-],cationic,25,2.32790214206428,39.7,0.00000294,0.56,32.3,2.72,9
CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,25,1.96257350205938,39.4,0.00000191,0.868,33.6,2.67,0
CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,cationic,25,2.03621217265445,38.2,0.00000216,0.767,38.2,2.74,4
CCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,25,1.96257350205938,39.7,0.00000172,0.967,33.3,2.15,5
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,4.44249279809434,42.5,0.00000125,1.33,29.5,5.34,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,4.27572413039921,40.3,0.00000123,1.35,31.7,5.14,9
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,3.50863830616573,42.1,0.0000015,1.1,29.9,4.3,1
CCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,2.92081875395238,41.8,0.00000177,0.94,30.2,3.44,3
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,2.72584215073632,39.2,0.00000159,1.05,32.8,3.37,3
CCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,2.33724216831843,40.7,0.00000214,0.78,31.3,2.82,8
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,2.05551732784983,38,0.00000164,1.01,34,2.85,8
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25,4.33629907461035,39.8,0.00000188,0.88,32.2,4.9,9
CCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25,3.68613277963085,37.8,0.00000145,1.14,34.2,4.6,2
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25,3.08884239126002,35.8,0.00000192,0.86,36.2,3.9,5
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.30102999566398,36,0.000000692,2.4,36,3,1
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.3767507096021,45,0.000000784,2.12,27,2.33724216831843,4
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.69897000433602,49,0.000000799,2.08,26,2.58502665202918,6
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.82390874094432,47,0.000000873,1.9,23,2.22184874961636,7
CCCCCCCCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25,2.28819277095881,35,0.00000151,1.1,36.78,2.39,8
CCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25,2.20065945054642,25,0.0000013,1.28,46.78,2.3,5
CCCCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,3.19382002601611,,,,,,1
CCCCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25,3.04575749056068,,,,,,1
CCCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.88605664769316,,,,,,2
CCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.56863623584101,,,,,,4
CCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25,2.45593195564972,,,,,,4
CCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.27572413039921,,,,,,4
CCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Cl-],cationic,25,1.60205999132796,37.8,,,34.17,,9
CCCCCCCCCCCC[NH+](CCO)CCO.[Cl-],cationic,25,1.44369749923271,39.8,,,32.17,,9
CCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,1.94309514866353,,,,,,9
CCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25,1.76955107862173,,,,,,9
CCCCCCCCCCCCc1cc[nH+]cc1.[I-],cationic,25,2.27572413039921,,,,,,0
CCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,1.67778070526608,,,,,,0
CCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.35654732351381,,,,,,4
CCCCCCCCC(CCCCCC)C[N+](C)(C)C.[Cl-],cationic,25,2.22914798835786,26.2,0.00000142,1.17,45.8,3.74,5
CCCCCCCCCCCC[N+](C)CC(C)O.[I-],cationic,25,5.58502665202918,28.1,0.00000255,0.65,43.9,3.39,8
CCCCCCCCCCCC[N+](CC)CC(C)O.[Br-],cationic,25,5.88605664769316,27.4,0.00000281,0.59,44.6,3.61,8
CCCCCCCCCCCC[N+]CC(C)O.[Br-],cationic,25,5.77989191195995,26.1,0.00000241,0.69,45.9,3.65,9
CCCCCCCCCCCC[N+]CC(C)O.[Cl-],cationic,25,5.69250396208679,26.4,0.00000244,0.68,45.6,3.52,9
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,3.46852108295774,37.2,,,34.77,,8
CCCCCCCCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25,3.61978875828839,,,,,,9
CCCCCCCCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25,3.74472749489669,,,,,,0
CCCCCCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25,3.53760200210104,,,,,,0
CCCCCCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25,3.04575749056068,,,,,,1
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25,2.2839966563652,,,,,,6
CCCCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25,2.30980391997149,,,,,,6
CCCCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25,2.14874165128092,,,,,,6
CCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25,2.16115090926275,,,,,,6
CCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25,1.80687540164554,,,,,,9
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25,1.63827216398241,,,,,,1
CCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25,1.67778070526608,,,,,,2
CCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25,1.51427857351842,,,,,,2
CCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25,1.18708664335714,,,,,,4
CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,3.63827216398241,44.6,,0.97,27.9,,0
CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,3.03621217265445,44.3,,0.93,28.3,,2
CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,2.46852108295775,44.5,,1.21,27.7,,6
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,2.43179827593301,42.6,,0.99,29.6,,6
CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],cationic,25,2.20065945054642,41,,0.85,31.2,,6
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,1.80966830182971,44,,0.91,28.5,,1
CCCCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCCCC.[Br-],cationic,25,4.09691001300806,27,0.00000377,0.44,45,4.67768208785196,5
